,Symbol,Name,Industry,IndustryCode
3152,GEOS,Geospace Technologies Corp,오일 및 가스 장비 및 서비스,501030
3153,PCYG,Park City Group Inc,소프트웨어 및 IT서비스,572010
3154,ISUN,iSun Inc,건설 및 엔지니어링,522010
3155,HOVNP,Hovnanian Enterprises Inc ADR,주택건설,532030
3156,EPSN,Epsilon Energy Ltd,오일 및 가스,501020
3157,LFVN,LifeVantage Corp,제약,562010
3158,SCPS,Scopus Biopharma Inc,생명과학 및 메디컬 리서치,562020
3159,OSS,One Stop Systems Inc,"컴퓨터, 전화 및 가전제품",571060
3160,FVAM,5:01 Acquisition Corp Class A,기타 금융업,556010
3161,PBIP,Prudential Bancorp Inc,은행,551010
3162,MBTCU,Nocturne Acquisition Corp,기타 금융업,556010
3163,APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3164,AZYO,Aziyo Biologics Inc Class A,헬스케어 장비 및 용품,561010
3165,UBOH,United Bancshares Inc,은행,551010
3166,CRVS,Corvus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3167,MKTY,Mechanical Technology Inc,"건설장비 및 대형차, 기차, 배",521020
3168,ZSAN,Zosano Pharma Corp,생명과학 및 메디컬 리서치,562020
3169,RELL,Richardson Electronics Ltd,전자 장비 및 부품,571040
3170,RZLT,Rezolute Inc,생명과학 및 메디컬 리서치,562020
3171,GFED,Guaranty Federal Bancshares Inc,은행,551010
3172,CFBK,CF Bankshares Inc,은행,551010
3173,BPOPM,Popular Capital Trust II PRF,다양한 금융서비스,555010
3174,AMRB,American River Bankshares,은행,551010
3175,MBRX,Moleculin Biotech Inc,제약,562010
3176,FKWL,Franklin Wireless Corp,커뮤니케이션 및 네트워킹,571020
3177,ACST,Acasti Pharma Inc Class A,생명과학 및 메디컬 리서치,562020
3178,NYMTO,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
3179,AMHCU,Amplitude Healthcare Acquisition Corp Unit,기타 금융업,556010
3180,SMID,Smith-Midland Corp,건축 자재,512020
3181,CPSS,Consumer Portfolio Services Inc,은행,551010
3182,MAGS,Magal Security Systems Ltd,전문 및 상업 서비스,522030
3183,HBANN,Huntington Bancshares Inc ADR,은행,551010
3184,VLYPO,Valley National Bancorp PRF,은행,551010
3185,APM,Aptorum Group Ltd Class A,제약,562010
3186,ROCRU,Roth CH Acquisition III Co,기타 금융업,556010
3187,ALOT,AstroNova Inc,"컴퓨터, 전화 및 가전제품",571060
3188,LPTX,Leap Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3189,PCSA,Processa Pharmaceuticals Inc,제약,562010
3190,CXDO,Crexendo Inc,소프트웨어 및 IT서비스,572010
3191,TMPMU,Turmeric Acquisition Corp,기타 금융업,556010
3192,CIZN,Citizens Holding Co,은행,551010
3193,ERYP,Erytech Pharma SA ADR,생명과학 및 메디컬 리서치,562020
3194,ISSC,Innovative Solutions and Support Inc,우주항공 및 국방,521010
3195,TCON,TRACON Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3196,CSCW,Color Star Technology Co Ltd,교육서비스,631010
3197,GGMC,Glenfarne Merger Corp Class A,기타 금융업,556010
3198,AMAOU,American Acquisition Opportunity Inc,기타 금융업,556010
3199,MCAC,Mountain Crest Acquisition Corp,기타 금융업,556010
3200,ARAV,Aravive Inc,생명과학 및 메디컬 리서치,562020
3201,CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
3202,LSAQ,Lifesci Acquisition II Corp,기타 금융업,556010
3203,METX,Meten Edtechx Education Group Ltd,교육서비스,631010
3204,REED,Reed's Inc,음료,541010
3205,KRKR,36kr Holdings Inc ADR,전문 및 상업 서비스,522030
3206,CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3207,UGRO,Urban-Gro Inc,식품 및 담배,541020
3208,LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
3209,BAOS,Baosheng Media Group Holdings Ltd,미디어 및 출판,533020
3210,OTECU,Oceantech Acquisitions I Corp,기타 금융업,556010
3211,RCAT,Red Cat Holdings Inc,우주항공 및 국방,521010
3212,EBACU,European Biotech Acquisition Corp,기타 금융업,556010
3213,CCNC,Code Chain New Continent Ltd,석유,501010
3214,OCG,Oriental Culture Holding Ltd,미디어 및 출판,533020
3215,AUVI,Applied UV Inc,"건설장비 및 대형차, 기차, 배",521020
3216,GLG,TD Holdings Inc,운송업,524060
3217,SPRT,Support.com Inc,소프트웨어 및 IT서비스,572010
3218,HMNF,HMN Financial Inc,은행,551010
3219,TLSA,Tiziana Life Sciences PLC ADR,생명과학 및 메디컬 리서치,562020
3220,ZVO,Zovio Inc,교육서비스,631010
3221,FLAC,Frazier Lifesciences Acquisition Corp Class A,기타 금융업,556010
3222,TRKA,Troika Media Group Inc,미디어 및 출판,533020
3223,ITAC,Industrial Tech Acquisitions Inc Class A,기타 금융업,556010
3224,ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
3225,LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
3226,OBLG,Oblong Inc,전자 장비 및 부품,571040
3227,FXNC,First National Corp,은행,551010
3228,ENG,ENGlobal Corp,건설 및 엔지니어링,522010
3229,AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
3230,DYAI,Dyadic International Inc,생명과학 및 메디컬 리서치,562020
3231,SPKEP,Spark Energy Inc PRF,전기 유틸리티,591010
3232,CGRN,Capstone Green Energy Corp,"건설장비 및 대형차, 기차, 배",521020
3233,CLBS,Caladrius Biosciences Inc,생명과학 및 메디컬 리서치,562020
3234,SYNL,Synalloy Corp,메탈&마이닝,512010
3235,PTE,PolarityTE Inc,생명과학 및 메디컬 리서치,562020
3236,DGLY,Digital Ally Inc,커뮤니케이션 및 네트워킹,571020
3237,AACG,ATA Creativity Global ADR,비즈니스교육,631030
3238,PHUN,Phunware Inc,소프트웨어 및 IT서비스,572010
3239,WFCF,Where Food Comes From Inc,소프트웨어 및 IT서비스,572010
3240,IFBD,Infobird Co Ltd,소프트웨어 및 IT서비스,572010
3241,LMAOU,LMF Acquisition Opportunities Inc,기타 금융업,556010
3242,BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
3243,USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
3244,GTEC,Greenland Technologies Holding Corp,자동차 및 자동차 부품,531010
3245,OPGN,OpGen Inc,생명과학 및 메디컬 리서치,562020
3246,LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
3247,REPH,Recro Pharma Inc,제약,562010
3248,NDRA,ENDRA Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3249,PAIC,Petra Acquisition Inc,기타 금융업,556010
3250,NEPH,Nephros Inc,전문 및 상업 서비스,522030
3251,ZGYH,Yunhong International Class A,기타 금융업,556010
3252,GROW,US Global Investors Inc Class A,투자은행 및 서비스,551020
3253,AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
3254,CCLP,CSI Compressco LP Unit,오일 및 가스 장비 및 서비스,501030
3255,NAII,Natural Alternatives International Inc,제약,562010
3256,LUMO,Lumos Pharma Inc,생명과학 및 메디컬 리서치,562020
3257,PRPH,Prophase Labs Inc,식품 및 담배,541020
3258,FAMI,Farmmi Inc,식품 및 담배,541020
3259,BHSEU,Bull Horn Holdings Corp.,기타 금융업,556010
3260,HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
3261,PPBT,Purple Biotech Ltd ADR,제약,562010
3262,MITC,Meatech 3D Ltd ADR,식품 및 담배,541020
3263,GRNQ,GreenPro Capital Corp,투자은행 및 서비스,551020
3264,ARPO,Aerpio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3265,OMEX,Odyssey Marine Exploration Inc,전문 및 상업 서비스,522030
3266,PRPO,Precipio Inc,헬스케어 장비 및 용품,561010
3267,KLXE,KLX Energy Services Holdings Inc,오일 및 가스 장비 및 서비스,501030
3268,LIVE,Live Ventures Inc,기타 금융업,556010
3269,INTG,InterGroup Corp,호텔 및 엔터테인먼트,533010
3270,PNRG,Primeenergy Resources Corp,오일 및 가스,501020
3271,AFBI,Affinity Bancshares Inc,은행,551010
3272,LSBK,Lake Shore Bancorp Inc,은행,551010
3273,UBCP,United Bancorp Inc,은행,551010
3274,KINS,Kingstone Companies Inc,보험,553010
3275,TIRX,Tian Ruixiang Holdings Ltd Class A,보험,553010
3276,OXLCP,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3277,CNEY,CN Energy Group Inc,화학,511010
3278,BWEN,Broadwind Inc,재생에너지,502010
3279,MITO,Stealth BioTherapeutics Corp ADR,생명과학 및 메디컬 리서치,562020
3280,LIVKU,LIV Capital Acquisition Corp Unit,기타 금융업,556010
3281,LACQ,Leisure Acquisition Corp,기타 금융업,556010
3282,GOODM,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
3283,MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3284,OCCI,OFS Credit Company Inc,다양한 금융서비스,555010
3285,AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
3286,FBIOP,Fortress Biotech Inc PRF,제약,562010
3287,TSCBP,TriState Capital Holdings Inc ADR,은행,551010
3288,ITACU,Industrial Tech Acquisitions Inc,기타 금융업,556010
3289,NMTC,Neuroone Medical Technologies Corp,헬스케어 장비 및 용품,561010
3290,SLNO,Soleno Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3291,SENEB,Seneca Foods Corp Class B,식품 및 담배,541020
3292,SSBI,Summit State Bank,은행,551010
3293,TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
3294,FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
3295,RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
3296,MCACU,Mountain Crest Acquisition Corp Unit,기타 금융업,556010
3297,RMTI,Rockwell Medical Inc,생명과학 및 메디컬 리서치,562020
3298,CWBR,CohBar Inc,생명과학 및 메디컬 리서치,562020
3299,RVPH,Reviva Pharmaceuticals Holdings  Inc.,생명과학 및 메디컬 리서치,562020
3300,PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
3301,VJET,Voxeljet AG ADR,사무기기,571050
3302,AAME,Atlantic American Corp,보험,553010
3303,DGICB,Donegal Group Inc Class B,보험,553010
3304,RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
3305,KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
3306,GECC,Great Elm Capital Corp,다양한 금융서비스,555010
3307,PME,Pingtan Marine Enterprise Ltd,식품 및 담배,541020
3308,ECOR,electroCore  Inc.,헬스케어 장비 및 용품,561010
3309,BCDA,BioCardia Inc,생명과학 및 메디컬 리서치,562020
3310,XELA,Exela Technologies Inc,소프트웨어 및 IT서비스,572010
3311,USWS,US Well Services Inc Class A,오일 및 가스 장비 및 서비스,501030
3312,AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
3313,VERB,Verb Technology Company Inc,소프트웨어 및 IT서비스,572010
3314,USAU,US Gold Corp,메탈&마이닝,512010
3315,VMAR,Vision Marine Technologies Inc,레저 상품,532050
3316,CLPS,CLPS Inc,소프트웨어 및 IT서비스,572010
3317,LIVK,LIV Capital Acquisition Corp Class A,기타 금융업,556010
3318,HALL,Hallmark Financial Services Inc,보험,553010
3319,CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
3320,LWAY,Lifeway Foods Inc,식품 및 담배,541020
3321,LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
3322,BRQS,Borqs Technologies Inc,소프트웨어 및 IT서비스,572010
3323,FFBW,Ffbw Inc,은행,551010
3324,NRBO,Neurobo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3325,GLMD,Galmed Pharmaceuticals Ltd,생명과학 및 메디컬 리서치,562020
3326,BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
3327,MDJH,MDJM Ltd,부동산 운영 관리,601010
3328,HNRG,Hallador Energy Co,석유,501010
3329,ADXN,Addex Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
3330,ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
3331,RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
3332,ZGYHU,Yunhong International,기타 금융업,556010
3333,EMCF,Emclaire Financial Corp,은행,551010
3334,STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
3335,MGYR,Magyar Bancorp Inc,은행,551010
3336,BOTJ,Bank of the James,은행,551010
3337,ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
3338,NHTC,Natural Health Trends Corp,전문품 상점,534030
3339,VCNX,Vaccinex Inc,생명과학 및 메디컬 리서치,562020
3340,PAICU,Petra Acquisition Inc,기타 금융업,556010
3341,IPWR,Ideal Power Inc,재생에너지,502010
3342,FLACU,Frazier Lifesciences Acquisition Corp,기타 금융업,556010
3343,CRWS,Crown Crafts Inc,레저 상품,532050
3344,ONVO,Organovo Holdings Inc,생명과학 및 메디컬 리서치,562020
3345,GAINL,Gladstone Investment Corp PRF,다양한 금융서비스,555010
3346,DSWL,Deswell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
3347,ARDS,Aridis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3348,CPHC,Canterbury Park Holding Corp,호텔 및 엔터테인먼트,533010
3349,MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3350,ALF,Alfi Inc,소프트웨어 및 IT서비스,572010
3351,GURE,Gulf Resources Inc,화학,511010
3352,AEMD,Aethlon Medical Inc,헬스케어 장비 및 용품,561010
3353,EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
3354,DFFN,Diffusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3355,VTSI,VirTra Inc,우주항공 및 국방,521010
3356,MCAD,Mountain Crest Acquisition Corp II,기타 금융업,556010
3357,NYMTP,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
3358,CBLI,Cleveland Biolabs Inc,생명과학 및 메디컬 리서치,562020
3359,ALNA,Allena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3360,KBNT,Kubient Inc,미디어 및 출판,533020
3361,ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3362,ASRT,Assertio Holdings Inc,제약,562010
3363,CYAD,Celyad Oncology SA ADR,생명과학 및 메디컬 리서치,562020
3364,BCAC,Brookline Capital Acquisition Corp.,기타 금융업,556010
3365,QUIK,QuickLogic Corp,반도체 및 반도체 장비,571010
3366,FUSB,First US Bancshares Inc,은행,551010
3367,BLUW,Blue Water Acquisition Corp Class A,기타 금융업,556010
3368,FNHC,Fednat Holding Co,보험,553010
3369,LEDS,SemiLEDs Corp,반도체 및 반도체 장비,571010
3370,IKT,Inhibikase Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3371,KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
3372,NVOS,Novo Integrated Sciences Inc,헬스케어 업체 및 서비스,561020
3373,SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
3374,VBFC,Village Bank and Trust Financial Corp,은행,551010
3375,BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
3376,AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
3377,ADXS,Advaxis Inc,생명과학 및 메디컬 리서치,562020
3378,JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
3379,NEON,Neonode Inc,전자 장비 및 부품,571040
3380,PBHC,Pathfinder Bancorp Inc (MARYLAND),은행,551010
3381,FOXW,FoxWayne Enterprises Acquisition Corp Class A,기타 금융업,556010
3382,IGNY,Ignyte Acquisition Corp,기타 금융업,556010
3383,NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
3384,TOPS,Top Ships Inc,화물 및 물류 서비스,524050
3385,IROQ,IF Bancorp Inc,은행,551010
3386,SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
3387,UG,United-Guardian Inc,제약,562010
3388,GIFI,Gulf Island Fabrication Inc,오일 및 가스 장비 및 서비스,501030
3389,ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
3390,EDRY,EuroDry Ltd,화물 및 물류 서비스,524050
3391,EKSO,Ekso Bionics Holdings Inc,헬스케어 장비 및 용품,561010
3392,JAKK,JAKKS Pacific Inc,레저 상품,532050
3393,DCTH,Delcath Systems Inc,헬스케어 장비 및 용품,561010
3394,NBRV,Nabriva Therapeutics PLC,생명과학 및 메디컬 리서치,562020
3395,CLRB,Cellectar Biosciences Inc,제약,562010
3396,ATLCP,Atlanticus Holdings Corp PRF,은행,551010
3397,HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
3398,AZRX,AzurRx BioPharma Inc,제약,562010
3399,FTEK,Fuel Tech Inc,전문 및 상업 서비스,522030
3400,CPTA,Capitala Finance Corp,다양한 금융서비스,555010
3401,OXLCM,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3402,WVVI,Willamette Valley Vineyards Inc,음료,541010
3403,ASRV,Ameriserv Financial Inc,은행,551010
3404,TBLT,Toughbuilt Industries Inc,가정용품,532040
3405,ALIM,Alimera Sciences Inc,제약,562010
3406,HUGE,FSD Pharma Inc Class B,제약,562010
3407,DLPN,Dolphin Entertainment Inc,미디어 및 출판,533020
3408,DCOMP,Dime Community Bancshares Inc PRF,은행,551010
3409,CYTH,Cyclo Therapeutics Inc,제약,562010
3410,ZIONP,Zions Bancorporation NA ADR,은행,551010
3411,REFR,Research Frontiers Inc,미디어 및 출판,533020
3412,VS,Versus Systems Inc,소프트웨어 및 IT서비스,572010
3413,SDH,Global Internet of People Inc,전문 및 상업 서비스,522030
3414,RGLS,Regulus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3415,WKEY,Wisekey International Holding AG ADR,반도체 및 반도체 장비,571010
3416,LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
3417,AIRT,Air T Inc,화물 및 물류 서비스,524050
3418,UPC,Universe Pharmaceuticals Inc,제약,562010
3419,BXRX,Baudax Bio Inc,생명과학 및 메디컬 리서치,562020
3420,POAI,Predictive Oncology Inc,헬스케어 장비 및 용품,561010
3421,PBTS,Powerbridge Technologies Co Ltd,소프트웨어 및 IT서비스,572010
3422,WHLRD,Wheeler Real Estate Investment Trust Inc PRF,주택 및 상업용 리츠,601020
3423,TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
3424,GEG,Great Elm Group Inc,헬스케어 장비 및 용품,561010
3425,DARE,Dare Bioscience Inc,생명과학 및 메디컬 리서치,562020
3426,JCS,Communications Systems Inc,커뮤니케이션 및 네트워킹,571020
3427,GBRG,Goldenbridge Acquisition Ltd,기타 금융업,556010
3428,TRIB,Trinity Biotech PLC ADR,헬스케어 장비 및 용품,561010
3429,LPTH,LightPath Technologies Inc Class A,사무기기,571050
3430,TECTP,Tectonic Financial Inc PRF,은행,551010
3431,HUDI,Huadi International Group Co.  Ltd.,메탈&마이닝,512010
3432,LMRKO,Landmark Infrastructure Partners LP PRF,부동산 운영 관리,601010
3433,MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
3434,TC,TuanChe Ltd ADR,전문 및 상업 서비스,522030
3435,GOODN,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
3436,ALJJ,ALJ Regional Holdings Inc,전문 및 상업 서비스,522030
3437,KSPN,Kaspien Holdings Inc,전문품 상점,534030
3438,DWSN,Dawson Geophysical Co,오일 및 가스 장비 및 서비스,501030
3439,RSSS,Research Solutions Inc,전문 및 상업 서비스,522030
3440,PLIN,China Xiangtai Food Co Ltd,식품 및 담배,541020
3441,KRBP,Kiromic Biopharma Inc,생명과학 및 메디컬 리서치,562020
3442,GNLN,Greenlane Holdings Inc Class A,식품 및 약품소매,543010
3443,SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
3444,ASTC,Astrotech Corp,우주항공 및 국방,521010
3445,TAOP,Taoping Inc,"컴퓨터, 전화 및 가전제품",571060
3446,QK,Q&K International Group Ltd ADR,부동산 운영 관리,601010
3447,GENE,Genetic Technologies Ltd ADR,헬스케어 업체 및 서비스,561020
3448,MCADU,Mountain Crest Acquisition Corp II,기타 금융업,556010
3449,OSTR,Oyster Enterprises Acquisition Corp Class A,기타 금융업,556010
3450,BLUWU,Blue Water Acquisition Corp,기타 금융업,556010
3451,RKDA,Arcadia Biosciences Inc,화학,511010
3452,CEMI,Chembio Diagnostics Inc,제약,562010
3453,KTRA,Kintara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3454,ACBAU,Ace Global Business Acquisition Ltd,기타 금융업,556010
3455,OCUP,Ocuphire Pharma Inc,제약,562010
3456,IDRA,Idera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3457,OCFCP,OceanFirst Financial Corp ADR,은행,551010
3458,BRLI,Brilliant Acquisition Corp,기타 금융업,556010
3459,PSTV,Plus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3460,LINK,Interlink Electronics Inc,반도체 및 반도체 장비,571010
3461,ACBA,Ace Global Business Acquisition Ltd,기타 금융업,556010
3462,NETE,Net Element Inc,소프트웨어 및 IT서비스,572010
3463,QLGN,Qualigen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3464,CNET,ZW Data Action Technologies Inc,소프트웨어 및 IT서비스,572010
3465,VENA,Venus Acquisition Corp,기타 금융업,556010
3466,AEHR,Aehr Test Systems,반도체 및 반도체 장비,571010
3467,MPACU,Model Performance Acquisition Corp,기타 금융업,556010
3468,OPNT,Opiant Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3469,FSEA,First Seacoast Bancorp,은행,551010
3470,FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
3471,BIOC,Biocept Inc,헬스케어 장비 및 용품,561010
3472,PULM,Pulmatrix Inc,생명과학 및 메디컬 리서치,562020
3473,MFH,Mercurity Fintech Holding Inc ADR,핀테크,573010
3474,FOXWU,FoxWayne Enterprises Acquisition Corp,기타 금융업,556010
3475,KFFB,Kentucky First Federal Bancorp,은행,551010
3476,BBI,Brickell Biotech Inc,생명과학 및 메디컬 리서치,562020
3477,VIRC,Virco Mfg Corp,전문 및 상업 서비스,522030
3478,WINT,Windtree Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3479,HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
3480,PPIH,Perma-Pipe International Holdings Inc,오일 및 가스 장비 및 서비스,501030
3481,AGBA,AGBA Acquisition Ltd,기타 금융업,556010
3482,CCNEP,CNB Financial Corp ADR,은행,551010
3483,IGNYU,Ignyte Acquisition Corp,기타 금융업,556010
3484,AMST,Amesite Inc,소프트웨어 및 IT서비스,572010
3485,CREG,China Recycling Energy Corp,전문 및 상업 서비스,522030
3486,MPAC,Model Performance Acquisition Corp Class A,기타 금융업,556010
3487,CYCC,Cyclacel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3488,OBAS,Optibase Ltd,부동산 운영 관리,601010
3489,DAIO,Data I/O Corp,소프트웨어 및 IT서비스,572010
3490,SELF,Global Self Storage Inc,주택 및 상업용 리츠,601020
3491,NUZE,NuZee Inc,식품 및 담배,541020
3492,MOSY,MoSys Inc,반도체 및 반도체 장비,571010
3493,MBOT,Microbot Medical Inc,생명과학 및 메디컬 리서치,562020
3494,TLGT,Teligent Inc (NEW JERSEY),제약,562010
3495,CRKN,Crown Electrokinetics Corp.,건축 자재,512020
3496,AIHS,Senmiao Technology Ltd,전문품 상점,534030
3497,MKGI,Monaker Group Inc,소프트웨어 및 IT서비스,572010
3498,CYRN,Cyren Ltd,소프트웨어 및 IT서비스,572010
3499,ANPC,AnPac Bio-Medical Science Co Ltd ADR,생명과학 및 메디컬 리서치,562020
3500,DILAU,DILA Capital Acquisition Corp,기타 금융업,556010
3501,DOGZ,Dogness International Corp Class A,섬유 및 의류,532020
3502,DTSS,Datasea Inc,소프트웨어 및 IT서비스,572010
3503,APWC,Asia Pacific Wire & Cable Corporation Ltd,"건설장비 및 대형차, 기차, 배",521020
3504,IMAC,IMAC Holdings Inc,헬스케어 업체 및 서비스,561020
3505,MAYS,J W Mays Inc,부동산 운영 관리,601010
3506,SINO,Sino-Global Shipping America Ltd,화물 및 물류 서비스,524050
3507,MBINP,Merchants Bancorp PRF,은행,551010
3508,NTWK,NetSol Technologies Inc,소프트웨어 및 IT서비스,572010
3509,YGMZ,MingZhu Logistics Holdings Ltd,화물 및 물류 서비스,524050
3510,LANDM,Gladstone Land Corp PRF,주택 및 상업용 리츠,601020
3511,BCACU,Brookline Capital Acquisition Corp.,기타 금융업,556010
3512,QUMU,Qumu Corp,소프트웨어 및 IT서비스,572010
3513,SEED,Origin Agritech Ltd,식품 및 담배,541020
3514,CHNR,China Natural Resources Inc,석유,501010
3515,RILYP,B Riley Financial Inc ADR,투자은행 및 서비스,551020
3516,GBS,Gbs Inc,생명과학 및 메디컬 리서치,562020
3517,PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
3518,MOHO,Ecmoho Ltd ADR,전문품 상점,534030
3519,GRCY,Greencity Acquisition Corp,기타 금융업,556010
3520,BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
3521,EZGO,EZGO Technologies Ltd,자동차 및 자동차 부품,531010
3522,GLBS,Globus Maritime Ltd,화물 및 물류 서비스,524050
3523,GBRGU,Goldenbridge Acquisition Ltd,기타 금융업,556010
3524,PIXY,ShiftPixy Inc,전문 및 상업 서비스,522030
3525,SOHO,Sotherly Hotels Inc,주택 및 상업용 리츠,601020
3526,CBMB,CBM Bancorp Inc,은행,551010
3527,MTEX,Mannatech Inc,식품 및 담배,541020
3528,ABIO,ARCA Biopharma Inc,제약,562010
3529,GTIM,Good Times Restaurants Inc,호텔 및 엔터테인먼트,533010
3530,NXTD,NXT-ID Inc,전문 및 상업 서비스,522030
3531,AMPG,Amplitech Group Inc,커뮤니케이션 및 네트워킹,571020
3532,HJLI,Hancock Jaffe Laboratories Inc,헬스케어 장비 및 용품,561010
3533,TOMZ,TOMI Environmental Solutions Inc,전문 및 상업 서비스,522030
3534,ALAC,Alberton Acquisition Corp,기타 금융업,556010
3535,LMRKN,Landmark Infrastructure Partners LP Convertible Preference Shares Series C,부동산 운영 관리,601010
3536,LIFE,aTyr Pharma Inc,생명과학 및 메디컬 리서치,562020
3537,SEAC,SeaChange International Inc,소프트웨어 및 IT서비스,572010
3538,ICCH,ICC Holdings Inc,보험,553010
3539,TATT,TAT Technologies Ltd,"컴퓨터, 전화 및 가전제품",571060
3540,MCAEU,Mountain Crest Acquisition Corp III,기타 금융업,556010
3541,TRMT,Tremont Mortgage Trust,주택 및 상업용 리츠,601020
3542,JMPNL,JMP Group LLC PRF,투자은행 및 서비스,551020
3543,CNSP,CNS Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3544,SSKN,STRATA Skin Sciences Inc,헬스케어 장비 및 용품,561010
3545,VIRI,Virios Therapeutics LLC,생명과학 및 메디컬 리서치,562020
3546,BRLIU,Brilliant Acquisition Corp Unit,기타 금융업,556010
3547,JUPW,Jupiter Wellness Inc,"개인, 가정 용품 및 서비스",542010
3548,SPKAU,SPK Acquisition Corp,기타 금융업,556010
3549,TBKCP,Triumph Bancorp Inc ADR,은행,551010
3550,UTSI,UTStarcom Holdings Corp,커뮤니케이션 및 네트워킹,571020
3551,FWP,Forward Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
3552,IFMK,iFresh Inc,식품 및 약품소매,543010
3553,MOTS,Motus GI Holdings Inc,헬스케어 장비 및 용품,561010
